,question,answer
545,CSST相较于其他巡天项目在超大质量黑洞暂现吸积事件研究上的优势是什么？,CSST作为空间的光学紫外望远镜，在超大质量黑洞暂现吸积事件研究上有其无可替代的独特优势，有希望发现更暗更远的事件，天然的提供了TDE和变脸AGN的高分辨率多波段图像，为研究其寄主星系提供了机会，此外，CSST上配备的积分视场光谱仪（IFS）能提供光谱信息。
546,CSST的空间望远镜具备哪些优势？,CSST的空间望远镜具备高分辨率、近紫外波段探测能力，能够探测更暗弱的事件，并且提供高分辨率多波段图像以及光谱信息。
547,TDE可以分成哪两大类？,TDE可以分成光学强（X-ray弱）和X-ray强两大类。
548,哪些特征可以帮助验证或否定关于TDE事件发生率的猜想？,可以通过星系形态结构特征，如星系是否为E+A星系或者后星爆星系，来验证或否定关于TDE事件发生率的猜想。
549,CSST计划如何研究不同类型黑洞暂现源的寄主星系？,CSST计划以现有的HST图像为参考，研究CSST在研究各类黑洞暂现源的寄主星系方面的限制能力，包括星系的全局结构、核盘结构分解、核区小尺度的表面亮度轮廓以及星族成分等特征，以深刻理解不同类型黑洞暂现吸积事件的触发机制以及与其宿主星系的关联。
550,amplifier的单位是什么？,amplifier的单位是mA
551,V_LNA代表什么电压？,V_LNA代表低噪声放大器（Low noise amplifier）的电压，单位为V。
552,OBSTIME的单位是什么？,OBSTIME的单位是秒（sec），表示观测积累时间。
553,SCAN-NUM的数据类型是什么？,SCAN-NUM的数据类型是int，表示观测中的扫描编号。
554,OBSERVER字段存储什么信息？,OBSERVER字段存储观测者的名字，数据类型为str5。
555,DATE-OBS的格式是什么？,DATE-OBS的格式是str10，通常为'yyyy/mm/dd'的形式。
556,POSI0_X代表什么位置信息？,POSI0_X代表卫星在J2000坐标系下x轴方向的位置信息，单位为km，数据类型为float。
557,OBSID代表什么？,OBSID代表观测ID，是一个整数（int）。
558,FILENAME字段的最大长度是多少？,FILENAME字段的最大长度是80个字符（str80）。
559,QC0PARM字段存储什么信息？,从文档中找不到答案
560,IFS CUBE的文件名数据类型是什么？,str
561,IFS CUBE的观测类型关键字是什么？,FILETYPE，其数据类型为str
562,望远镜名称（TELESCOP）的数据类型是什么？,str4
563,IFS CUBE中OBJECT关键字的示例值是什么？,104742.3+135908
564,RA_OBJ代表的是什么？,目标的天赤经（RA），数据类型为float，单位是度(deg)
565,CUBE_VER表示的是什么版本的代码？,表示cube版本的代码，数据类型为str
566,NEXP关键字表示什么？,表示合并的科学曝光次数，数据类型为int
567,F_UNIT代表什么单位？,表示流量的单位，是str27类型，示例值为'1E-17 erg/s/cm^2/A/arcsec^2'
568,WCS_VER表示的是什么的版本？,表示WCS（World Coordinate System）的版本，数据类型为str
569,IFS CUBE HDU1的XTENSION关键字值是什么？,IMAGE
570,电控和信息子系统1553B的3CMOS2星点质心X坐标何时采样？,电控和信息子系统1553B的3CMOS2星点质心X坐标在调焦时每调整一次位置采样一次。
571,波前组件的4CMOS1星点质心Y坐标用于什么计算？,波前组件的4CMOS1星点质心Y坐标用于辅助图像后期点扩散函数重构、盲反卷积计算。
572,巡天模块1553B主焦面探测器1-10的温度测量值在什么时机测量？,巡天模块1553B主焦面探测器1-10的温度测量值在每次曝光前、中、后各测量一次。
573,精密稳像模块工程数据需要包括哪些数据表？,精密稳像模块工程数据需要包括导星时序广播数据表、平台姿态数据表、GPS定位数据表。
574,MCI模块的定标切换机构状态参数在什么时候记录？,MCI模块的定标切换机构状态参数在状态切换前后的时间记录。
575,MCI模块的快门状态参数包含哪些信息？,MCI模块的快门状态参数包含快门状态切换前后的时间及状态参数。
576,IFS模块的定标切换镜状态参数用于什么目的？,IFS模块的定标切换镜状态参数用于仪器工作状态获取。
577,IFS模块的探测器（红，蓝）数据帧转移开时刻和曝光时间属于哪类数据？,IFS模块的探测器（红，蓝）数据帧转移开时刻和曝光时间属于辅助数据，用于数据处理中的曝光时间计算。
578,IFS模块的探测器（蓝，红）温度测量在什么期间进行？,IFS模块的探测器（蓝，红）温度测量在每次曝光期间，至少采样三次（开始、中间、结束）。
579,IFS模块的定标切换镜同一状态期的工程参数是什么类型的数据？,IFS模块的定标切换镜同一状态期的工程参数是精细数据处理品类的工程参数。
580,透过率计算工作包的输入是什么？,透过率计算工作包的输入是定期拍摄的一组流量定标星场图像。
581,孔径改正计算工作包实现什么功能？,孔径改正计算工作包实现的功能是计算孔径改正函数，并分析孔径改正随时间的变化。
582,光谱分辨率计算工作包的输出是什么？,光谱分辨率计算工作包的输出是光谱分辨率，以及光谱分辨率随时间变化的分析结果。
583,光谱PSF测量工作包针对什么数据进行测量？,光谱PSF测量工作包针对在轨定标定期拍摄的一组特定星场图像或巡天特定时间段获得的多幅1级科学图像进行测量。
584,无缝光谱像场畸变测量工作包有哪些输入？,无缝光谱像场畸变测量工作包的输入包括定期拍摄的一组特定星场图像或巡天特定时间段获得的多幅1级科学图像。
585,探测器本底与噪声工作包中，本底合并模块的输出是什么？,探测器本底与噪声工作包中，本底合并模块的输出是本底参考，为MCI数据处理提供需要扣除的探测器本底。
586,探测器暗电流工作包针对哪个探测器？,探测器暗电流工作包针对的是MCI探测器。
587,滤光片内部平场定标工作包主要实现哪些功能？,滤光片内部平场定标工作包主要实现的功能是扣除本底暗电流后多帧叠加再归一化形成平场，同时标示量子效率不同的冷热像元。
588,内部平场CTE工作包使用什么方法计算电荷转移效率？,内部平场CTE工作包使用扩展像元边缘效应（Extended Pixel Edge Response 或EPER）方法计算CCD电荷转移效率。
589,定标灯亮度工作包属于哪个在轨定标模块？,从文档中找不到答案
590,CSST主巡天模块中的光学相机有多少个探测器？,CSST主巡天焦面光学相机总共有31个9216×9232的探测器。
591,CSST主巡天模块的红外相机用于无缝光谱的探测器数量是多少？,CSST主巡天模块的红外相机用于无缝光谱的探测器数量是4个，每个探测器大小为640×512。
592,CSST主巡天模块0级数据文件的命名规则是什么？,"CSST主巡天模块0级数据文件的命名规则为CSST_MSC_CAMERA_TYPE_YYYYMMDDhhmmss_YYYYMMDDhhmmss_OBSID_MM_L0_VER.fits，其中CAMERA为相机名称, MS表示光学相机，IR表示红外相机；TYPE表示目标类型；YYYYMMDD是八位数观测日期；hhmmss是六位数UTC观测时间；OBSID是观测编号；MM为数据对应的两位数的探测器编号；L0表示文件为0级科学观测数据；VER是版本号。"
593,"MCI模块的文件名中""CHANNEL""代表什么？","MCI模块的文件名中""CHANNEL""代表通道编号，2位字符串，C1，C2，C3代表3个通道。"
594,MCI模块的滤光片总数是多少？,MCI模块采用滤光轮设计，总共携带30个滤光片（紫外通道10个细分波段，可见光通道20个细分波段）。
595,IFS终端的蓝端和红端探测器大小分别是多少？,IFS终端的蓝端探测器大小为4kx4k，红端探测器大小为6kx6k。
596,"IFS模块0级数据文件名中的""CAMERA""指的是什么？","IFS模块0级数据文件名中的""CAMERA""为光谱仪编号，1位字符串，红端为“R”，蓝端为“B”。"
597,CPIC模块的相机包括哪两种？,CPIC模块的相机包括可见光相机和近红外相机。
598,"CPIC模块0级数据文件名中的""TYPE""包含哪些目标类型？","CPIC模块0级数据文件名中的""TYPE""表示目标类型，共有8种类型，包括5种定标模式BIAS（本底）/ DARK（暗场）/ FLAT（平场）/ BKG（天空背景定标）/ LASER（内部激光器定标）和3种科学目标模式SCI（科学观测）/ DSF（密集星场观测）/ CALS（定标星观测）。"
599,CSST各模块0级数据对象通常存储在哪个文件夹中？,从文档中找不到答案
600,IFS图像与辅助图像的ROI图像配准需要哪些参数？,IFS图像与辅助图像的ROI图像配准需要IFS图像像素坐标，辅助图像ROI像素坐标，参考点偏移，以及IFS图像旋转量等参数。
601,IFS图像和MCI图像中能识别出多少点中心的像素坐标？,IFS图像和MCI图像中能识别出155个点中心的像素坐标。
602,MCI图像和IFS图像的像素坐标如何转换到同一参考系？,基于IFS像素坐标重建的像素坐标，可以将MCI图像和IFS图像的像素坐标转换到同一个参考系下。
603,对Gaia星表的坐标需要进行哪些校正？,对Gaia星表的坐标需要进行自行、视差、光行差校正。
604,通过什么方法来解算出WCS参数？,通过拟合WCS变换来解算出WCS参数。
605,IFS单次处理数据立方生成工作包生成什么类型的数据？,IFS单次处理数据立方生成工作包生成1级单次曝光数据立方。
606,IFS多次曝光数据可用性工作包的主要目的是什么？,IFS多次曝光数据可用性工作包的主要目的是读取保证单次曝光数据中的质量标记，并同时作独立的可用性检查，最终获取可用于多次曝光合成的可用数据集。
607,IFS多次曝光合成几何框架工作包包含哪些模块？,IFS多次曝光合成几何框架工作包包含单次曝光图像坐标变换和叠加图像空间创建两个模块。
608,IFS多次曝光图像叠加工作包使用什么方法进行数据叠加？,IFS多次曝光图像叠加工作包使用统计的方法进行数据叠加。
609,IFS天光背景扣除工作包基于什么进行天光背景的迭代扣除？,IFS天光背景扣除工作包基于合成图像以及天光背景模型，迭代扣除天光背景。
610,CSST主巡天0级数据经过哪些改正操作？,CSST主巡天0级数据经过oversan改正，bias改正，平场改正等操作，矩阵数值发生改变（暂定流量单位变为e-/s），并按照空间排布说明完成拼接。
